id,query,method,query_type,difficulty,expected_sources,expected_pages,first_relevant_rank,hit_at_1,hit_at_3,hit_at_5,mrr,latency_ms,returned_count,top1_source,top1_page
Q009,What is the declared thermal conductivity of ISOVER CLIMPIPE Section Alu2 at a mean temperature of 100 degrees Celsius?,bm25,numerical,medium,BRC-PDF-Isover-Ireland-HVAC.pdf.pdf,12,1,1,1,1,1.0,3.5722000029636547,5,BRC-PDF-Isover-Ireland-HVAC.pdf.pdf,12
Q009,What is the declared thermal conductivity of ISOVER CLIMPIPE Section Alu2 at a mean temperature of 100 degrees Celsius?,hybrid,numerical,medium,BRC-PDF-Isover-Ireland-HVAC.pdf.pdf,12,1,1,1,1,1.0,23.52880001126323,5,BRC-PDF-Isover-Ireland-HVAC.pdf.pdf,12
Q010,Which cold-applied Bauder waterproofing approach is suitable where hot works would be a risk?,rag,semantic_paraphrase,medium,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,3,1,1,1,1,1.0,13.020300000789575,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,3
Q010,Which cold-applied Bauder waterproofing approach is suitable where hot works would be a risk?,bm25,semantic_paraphrase,medium,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,3,1,1,1,1,1.0,2.778999987640418,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,3
Q010,Which cold-applied Bauder waterproofing approach is suitable where hot works would be a risk?,hybrid,semantic_paraphrase,medium,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,3,1,1,1,1,1.0,16.908499994315207,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,3
Q011,Which Bauder roof system is a moisture-cured single-component polyurethane liquid reinforced with glass fibre mat?,rag,technical_property,medium,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,6,2,0,1,1,0.5,13.440800001262687,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,4
Q011,Which Bauder roof system is a moisture-cured single-component polyurethane liquid reinforced with glass fibre mat?,bm25,technical_property,medium,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,6,2,0,1,1,0.5,2.9008999990765005,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,4
Q011,Which Bauder roof system is a moisture-cured single-component polyurethane liquid reinforced with glass fibre mat?,hybrid,technical_property,medium,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,6,2,0,1,1,0.5,17.313900010776706,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,4
Q012,Which Bauder roof system is a fast-curing PMMA resin system reinforced with polyester fleece?,rag,exact_keyword,easy,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,8,1,1,1,1,1.0,11.355599999660626,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,8
Q012,Which Bauder roof system is a fast-curing PMMA resin system reinforced with polyester fleece?,bm25,exact_keyword,easy,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,8,1,1,1,1,1.0,2.0465999987209216,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,8
Q012,Which Bauder roof system is a fast-curing PMMA resin system reinforced with polyester fleece?,hybrid,exact_keyword,easy,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,8,1,1,1,1,1.0,14.22709999314975,5,Cold-Applied-Liquid-Systems-Bauder-Brochure.pdf,8
Q013,"What does NFC stand for in Pura NFC, and approximately how much natural fibre can the material contain?",rag,technical_property,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,2,1,1,1,1,1.0,11.79289999708999,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,2
Q013,"What does NFC stand for in Pura NFC, and approximately how much natural fibre can the material contain?",bm25,technical_property,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,2,1,1,1,1,1.0,2.520199996070005,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,2
Q013,"What does NFC stand for in Pura NFC, and approximately how much natural fibre can the material contain?",hybrid,technical_property,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,2,1,1,1,1,1.0,14.899200003128499,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,2
Q014,What properties help Pura NFC resist rough weather and physical damage?,rag,semantic_paraphrase,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,7,2,0,1,1,0.5,10.448700006236322,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,11
Q014,What properties help Pura NFC resist rough weather and physical damage?,bm25,semantic_paraphrase,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,7,1,1,1,1,1.0,1.6854999994393438,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,7
Q014,What properties help Pura NFC resist rough weather and physical damage?,hybrid,semantic_paraphrase,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,7,2,0,1,1,0.5,12.674099998548627,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,11
Q015,Which Trespa siding product is engineered for use in a ventilated facade solution?,rag,application,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,21,1,1,1,1,1.0,10.779800009913743,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,21
Q015,Which Trespa siding product is engineered for use in a ventilated facade solution?,bm25,application,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,21,1,1,1,1,1.0,1.9732000073418021,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,21
Q015,Which Trespa siding product is engineered for use in a ventilated facade solution?,hybrid,application,medium,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,21,1,1,1,1,1.0,13.59070002217777,5,EN-GB1109_10-2023_PuraNFC_Brochure_LR.pdf,21
Q016,What roof pitch range is suitable for the VELUX GGL roof window?,rag,numerical,easy,GGL_70_en-GB_GB.pdf,2,2,0,1,1,0.5,10.635300001013093,5,GGL_70_en-GB_GB.pdf,1
Q016,What roof pitch range is suitable for the VELUX GGL roof window?,bm25,numerical,easy,GGL_70_en-GB_GB.pdf,2,4,0,0,1,0.25,1.7971000052057207,5,GGL_70_en-GB_GB.pdf,1
Q016,What roof pitch range is suitable for the VELUX GGL roof window?,hybrid,numerical,easy,GGL_70_en-GB_GB.pdf,2,3,0,1,1,0.3333333333333333,13.23450000199955,5,GGL_70_en-GB_GB.pdf,1
Q017,What thermal transmittance is listed for the VELUX GGL roof window?,rag,numerical,medium,GGL_70_en-GB_GB.pdf,6,,0,0,0,0.0,10.534099987125956,5,GGL_70_en-GB_GB.pdf,1
Q017,What thermal transmittance is listed for the VELUX GGL roof window?,bm25,numerical,medium,GGL_70_en-GB_GB.pdf,6,4,0,0,1,0.25,1.709200005279854,5,GGL_70_en-GB_GB.pdf,1
Q017,What thermal transmittance is listed for the VELUX GGL roof window?,hybrid,numerical,medium,GGL_70_en-GB_GB.pdf,6,5,0,0,1,0.2,13.030699992668815,5,GGL_70_en-GB_GB.pdf,1
Q018,Which VELUX feature allows ventilation while the roof window remains closed?,rag,technical_property,medium,GGL_70_en-GB_GB.pdf,1 | 7,1,1,1,1,1.0,10.340299995732494,5,GGL_70_en-GB_GB.pdf,1
Q018,Which VELUX feature allows ventilation while the roof window remains closed?,bm25,technical_property,medium,GGL_70_en-GB_GB.pdf,1 | 7,1,1,1,1,1.0,1.6869999963091686,5,GGL_70_en-GB_GB.pdf,1
Q018,Which VELUX feature allows ventilation while the roof window remains closed?,hybrid,technical_property,medium,GGL_70_en-GB_GB.pdf,1 | 7,1,1,1,1,1.0,12.851699997554533,5,GGL_70_en-GB_GB.pdf,1
Q019,Which Mapei product ranges are presented as flexible cementitious products for waterproofing balconies and terraces?,rag,exact_keyword,easy,cementitious-membranes-for-balconies-and-terraces.pdf,2,1,1,1,1,1.0,11.439699999755248,5,cementitious-membranes-for-balconies-and-terraces.pdf,2
Q019,Which Mapei product ranges are presented as flexible cementitious products for waterproofing balconies and terraces?,bm25,exact_keyword,easy,cementitious-membranes-for-balconies-and-terraces.pdf,2,1,1,1,1,1.0,2.2182999964570627,5,cementitious-membranes-for-balconies-and-terraces.pdf,2
Q019,Which Mapei product ranges are presented as flexible cementitious products for waterproofing balconies and terraces?,hybrid,exact_keyword,easy,cementitious-membranes-for-balconies-and-terraces.pdf,2,1,1,1,1,1.0,14.358300002641045,5,cementitious-membranes-for-balconies-and-terraces.pdf,2
Q020,"Which two-component Mapei cementitious waterproofing mortar is intended for balconies, terraces, swimming pools and damp environments?",rag,application,medium,cementitious-membranes-for-balconies-and-terraces.pdf,5,,0,0,0,0.0,11.857500008773059,5,cementitious-membranes-for-balconies-and-terraces.pdf,1
Q020,"Which two-component Mapei cementitious waterproofing mortar is intended for balconies, terraces, swimming pools and damp environments?",bm25,application,medium,cementitious-membranes-for-balconies-and-terraces.pdf,5,1,1,1,1,1.0,2.272500001708977,5,cementitious-membranes-for-balconies-and-terraces.pdf,5
Q020,"Which two-component Mapei cementitious waterproofing mortar is intended for balconies, terraces, swimming pools and damp environments?",hybrid,application,medium,cementitious-membranes-for-balconies-and-terraces.pdf,5,4,0,0,1,0.25,14.853200016659684,5,cementitious-membranes-for-balconies-and-terraces.pdf,1
Q021,What minimum final waterproofing thickness is recommended when applying the Mapelastic system over existing terrace or flat-roof flooring?,rag,numerical,medium,cementitious-membranes-for-balconies-and-terraces.pdf,8,1,1,1,1,1.0,11.829399998532608,5,cementitious-membranes-for-balconies-and-terraces.pdf,8
Q021,What minimum final waterproofing thickness is recommended when applying the Mapelastic system over existing terrace or flat-roof flooring?,bm25,numerical,medium,cementitious-membranes-for-balconies-and-terraces.pdf,8,1,1,1,1,1.0,2.5222000112989917,5,cementitious-membranes-for-balconies-and-terraces.pdf,8
Q021,What minimum final waterproofing thickness is recommended when applying the Mapelastic system over existing terrace or flat-roof flooring?,hybrid,numerical,medium,cementitious-membranes-for-balconies-and-terraces.pdf,8,1,1,1,1,1.0,15.02200000686571,5,cementitious-membranes-for-balconies-and-terraces.pdf,8
Q022,What is the thermal conductivity of fermacell fibre gypsum board?,rag,numerical,easy,fer-090-00032_9172-GB Specification Guide.pdf,6,3,0,1,1,0.3333333333333333,10.696199999074452,5,fer-090-00032_9172-GB Specification Guide.pdf,11
Q022,What is the thermal conductivity of fermacell fibre gypsum board?,bm25,numerical,easy,fer-090-00032_9172-GB Specification Guide.pdf,6,2,0,1,1,0.5,1.6527000116184354,5,fer-090-00032_9172-GB Specification Guide.pdf,7
Q022,What is the thermal conductivity of fermacell fibre gypsum board?,hybrid,numerical,easy,fer-090-00032_9172-GB Specification Guide.pdf,6,2,0,1,1,0.5,13.223000001744367,5,fer-090-00032_9172-GB Specification Guide.pdf,7
Q023,What materials are used to make fermacell fibre gypsum board?,rag,technical_property,medium,fer-090-00032_9172-GB Specification Guide.pdf,6,,0,0,0,0.0,10.545099998125806,5,fer-090-00032_9172-GB Specification Guide.pdf,11
Q023,What materials are used to make fermacell fibre gypsum board?,bm25,technical_property,medium,fer-090-00032_9172-GB Specification Guide.pdf,6,,0,0,0,0.0,1.6140999941853806,5,fer-090-00032_9172-GB Specification Guide.pdf,3
Q023,What materials are used to make fermacell fibre gypsum board?,hybrid,technical_property,medium,fer-090-00032_9172-GB Specification Guide.pdf,6,,0,0,0,0.0,13.047599990386516,5,fer-090-00032_9172-GB Specification Guide.pdf,10
Q024,Which fermacell board complies with the highest European building material class A1?,rag,exact_keyword,medium,fer-090-00032_9172-GB Specification Guide.pdf,7,,0,0,0,0.0,10.837599998922087,5,fer-090-00032_9172-GB Specification Guide.pdf,11
Q024,Which fermacell board complies with the highest European building material class A1?,bm25,exact_keyword,medium,fer-090-00032_9172-GB Specification Guide.pdf,7,1,1,1,1,1.0,1.8856999959098175,5,fer-090-00032_9172-GB Specification Guide.pdf,7
Q024,Which fermacell board complies with the highest European building material class A1?,hybrid,exact_keyword,medium,fer-090-00032_9172-GB Specification Guide.pdf,7,,0,0,0,0.0,13.560899998992682,5,fer-090-00032_9172-GB Specification Guide.pdf,44
Q025,What lambda value is given for ROCKWOOL Thermal Cavity Slab 32?,rag,numerical,easy,merchant-trade-application-guide.pdf,4,,0,0,0,0.0,10.505500002182089,5,merchant-trade-application-guide.pdf,26
Q025,What lambda value is given for ROCKWOOL Thermal Cavity Slab 32?,bm25,numerical,easy,merchant-trade-application-guide.pdf,4,1,1,1,1,1.0,1.7701000033412129,5,merchant-trade-application-guide.pdf,4
Q025,What lambda value is given for ROCKWOOL Thermal Cavity Slab 32?,hybrid,numerical,easy,merchant-trade-application-guide.pdf,4,1,1,1,1,1.0,13.123000011546537,5,merchant-trade-application-guide.pdf,4
Q026,What U-value is shown for the 150 mm ROCKWOOL Cavity Slab 32 full-fill masonry cavity wall solution?,rag,numerical,medium,merchant-trade-application-guide.pdf,28,2,0,1,1,0.5,13.037800003075972,5,merchant-trade-application-guide.pdf,26
Q026,What U-value is shown for the 150 mm ROCKWOOL Cavity Slab 32 full-fill masonry cavity wall solution?,bm25,numerical,medium,merchant-trade-application-guide.pdf,28,2,0,1,1,0.5,2.4052000080700964,5,merchant-trade-application-guide.pdf,26
Q026,What U-value is shown for the 150 mm ROCKWOOL Cavity Slab 32 full-fill masonry cavity wall solution?,hybrid,numerical,medium,merchant-trade-application-guide.pdf,28,2,0,1,1,0.5,16.265500016743317,5,merchant-trade-application-guide.pdf,26
Q027,What airborne sound reduction is listed for the ROCKWOOL timber stud internal partition wall using 50 mm Sound Insulation Slab?,rag,technical_property,hard,merchant-trade-application-guide.pdf,36,1,1,1,1,1.0,12.977100006537512,5,merchant-trade-application-guide.pdf,36
Q027,What airborne sound reduction is listed for the ROCKWOOL timber stud internal partition wall using 50 mm Sound Insulation Slab?,bm25,technical_property,hard,merchant-trade-application-guide.pdf,36,1,1,1,1,1.0,3.7441000022226945,5,merchant-trade-application-guide.pdf,36
Q027,What airborne sound reduction is listed for the ROCKWOOL timber stud internal partition wall using 50 mm Sound Insulation Slab?,hybrid,technical_property,hard,merchant-trade-application-guide.pdf,36,1,1,1,1,1.0,17.985500002396293,5,merchant-trade-application-guide.pdf,36
Q028,What drawing code is used for sealing of well pumping in the Mapei technical waterproofing guide?,rag,exact_keyword,medium,technical-design-guide-for-waterproofing.pdf,4 | 5,,0,0,0,0.0,12.66100000066217,5,technical-design-guide-for-waterproofing.pdf,3
Q028,What drawing code is used for sealing of well pumping in the Mapei technical waterproofing guide?,bm25,exact_keyword,medium,technical-design-guide-for-waterproofing.pdf,4 | 5,2,0,1,1,0.5,3.129699995042756,5,technical-design-guide-for-waterproofing.pdf,3
Q028,What drawing code is used for sealing of well pumping in the Mapei technical waterproofing guide?,hybrid,exact_keyword,medium,technical-design-guide-for-waterproofing.pdf,4 | 5,5,0,0,1,0.2,16.489100002218038,5,technical-design-guide-for-waterproofing.pdf,3
Q029,What drawing code is used for the front edge of a balcony with a ceramic sill in the Mapei technical waterproofing guide?,rag,exact_keyword,medium,technical-design-guide-for-waterproofing.pdf,6,3,0,1,1,0.3333333333333333,13.637199997901917,5,technical-design-guide-for-waterproofing.pdf,38
Q029,What drawing code is used for the front edge of a balcony with a ceramic sill in the Mapei technical waterproofing guide?,bm25,exact_keyword,medium,technical-design-guide-for-waterproofing.pdf,6,2,0,1,1,0.5,4.051600000821054,5,technical-design-guide-for-waterproofing.pdf,38
Q029,What drawing code is used for the front edge of a balcony with a ceramic sill in the Mapei technical waterproofing guide?,hybrid,exact_keyword,medium,technical-design-guide-for-waterproofing.pdf,6,3,0,1,1,0.3333333333333333,18.44580000033602,5,technical-design-guide-for-waterproofing.pdf,38
Q030,What drawing code is used for a vertical drain when waterproofing over existing flooring in the repair section of the Mapei technical guide?,rag,exact_keyword,hard,technical-design-guide-for-waterproofing.pdf,10,5,0,0,1,0.2,13.573999996879138,5,technical-design-guide-for-waterproofing.pdf,62
Q030,What drawing code is used for a vertical drain when waterproofing over existing flooring in the repair section of the Mapei technical guide?,bm25,exact_keyword,hard,technical-design-guide-for-waterproofing.pdf,10,3,0,1,1,0.3333333333333333,3.054200002225116,5,technical-design-guide-for-waterproofing.pdf,62
Q030,What drawing code is used for a vertical drain when waterproofing over existing flooring in the repair section of the Mapei technical guide?,hybrid,exact_keyword,hard,technical-design-guide-for-waterproofing.pdf,10,2,0,1,1,0.5,17.273899997235276,5,technical-design-guide-for-waterproofing.pdf,62
